658374;DKS-0007901;9017813B;Kaitinimo strypas TT C/Z 2004- ;1;vnt.;1.00 vnt.;VL-Real;69.33;
659076;AKU-1822751;97535;Varþtas M8 x 50 Berner;2;vnt.;2.00 vnt.;KL-Serv;0.46;
659114;AKU-1822263;A9438851222;Grotelës á bamperio spoilerio centr. dalá. k.p. MP3;1;vnt.;1.00 vnt.;VL-Real;4.82;
659675;AKU-1822841;A94388417227C72;Apdaila k.p. kampo vidinë;1;vnt.;1.00 vnt.;SL-Real;95.82;
659793;AKU-1821710;A9436800180;Panelës centrinë dalis (naudota);1;vnt.;1.00 vnt.;KN-Real;36.4;
659794;AKU-1821710;A9436800014;Prietaisø panelës kronðteinas (naudotas);1;vnt.;1.00 vnt.;KN-Real;9.1;
660557;AKU-1822263;A9438200156;Prieðrûkinis þibintas D;1;vnt.;1.00 vnt.;VL-Real;104.34;
660570;AKU-1821755;7801798A;Purkðtukas 0.65/80H 2020/230;1;vnt.;1.00 vnt.;KN-Real;16.87;
661081;AKU-1822365;A9438850122;Apdaila tarp laipto ir buferio d.p RAUDONA (naudota);1;vnt.;1.00 vnt.;VL-Serv;15;
661085;AKU-1822365;A9417280956;Durø apdaila vidinë d.p. RAUDONA (naudota);1;vnt.;1.00 vnt.;VL-Serv;100;
661420;AKU-1821769;A9417230120;Durø ribotuvas (naudotas)PJM;1;vnt.;1.00 vnt.;VL-Real;13.95;
661481;AKU-1821521;KTDET50;Prekiø siuntimas;1;vnt.;1.00 vnt.;KL-Real;100;
661561;AKU-1822365;A9416600377;Laikiklis laipto vamzdis (naudotas);1;vnt.;1.00 vnt.;VL-Serv;20;
661622;AKU-1824071;A9448840022;Apdengimas kabinos k.p. (naudotas);1;vnt.;1.00 vnt.;KL-Real;40.5;
662019;AKU-1823941;13370;Kniedþiø kompl. st. kaladëlëms 8x20mm WINKLER;1;kompl.;1.00 kompl.;KN-Serv;6.1;
662175;AKU-1822909;II379830061;!Stabdþiø diskas BPW 430X45 /ABS/ 22.5' ECO PLUS;1;vnt.;1.00 vnt.;SL-Serv;72;
662780;AKU-1821521;A9436663901;Laiptelis d.p Raudonas (naudotas);1;vnt.;1.00 vnt.;KL-Real;90;
663212;AKU-1823756;723051;Þibintas diodinis num. apðv. did. 24V;1;vnt.;1.00 vnt.;KL-Serv;8.63;
663366;AKU-1822349;A9703170318;Trosas (naudotas);1;vnt.;1.00 vnt.;KN-Serv;8;
663803;AKU-1821710;A9436801039;Prietaisø skydelio apdaila (naudota);1;vnt.;1.00 vnt.;KN-Real;13.65;
664607;AKU-1822263;A9438840060;Grotelës k.p. á bamperá MP3;1;vnt.;1.00 vnt.;VL-Real;8.67;
665029;AKU-1823078;671;Varinis þiedas 18x24x1.5;8;vnt.;8.00 vnt.;VL-Serv;4.22;
665488;AKU-1822413;A9439972182;Retarderio auðinimo þarna 50x50 (naudota);1;vnt.;1.00 vnt.;VL-Serv;13.95;
666804;AKU-1822365;A9305203833;Laikiklis d.p (naudotas);1;vnt.;1.00 vnt.;VL-Serv;80;
667229;AKU-1823702;KABKAMP;Kabinos kampas k.p priek (naudota);1;vnt.;1.00 vnt.;KN-Real;180;
667689;AKU-1823140;A0014705594;Kuro pompelë Webasto (naudota);1;vnt.;1.00 vnt.;KL-Real;38.2;
669098;AKU-1822871;16139;Sujungimas tiesus M16x1.5/T10x1 RAUFOSS;1;vnt.;1.00 vnt.;SL-Serv;2.48;
669454;AKU-1822327;A6112340193;Ritinëlis;1;vnt.;1.00 vnt.;KN-Real;27.13;
670280;AKU-1823664;A9304601124;Vairo stiprintuvo vamzdelis storas (naudotas);1;vnt.;1.00 vnt.;KN-Real;35;
